NO,ID,LERI,Order,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,fsr8,fsr9,fsr10,fsr11,fsr12,fsr13,fsr14,fsr15,fsr16,fsr17,fsr18,fsr19,fsr20,fsr21,fsr22,fsr23,fsr24,fsr25,fsr26,fsr27,fsr28,fsr29,fsr30,fsr31,fsr32,fsr33,fsr34,fsr35,fsr36,fsr37,fsr38,fsr39,fsr40,time
NO,1,1,1,0,623.4533333,5974.885667,0,48.15433333,760.598,525.664,0,526.4303333,6573.572,9682.768667,0.021666667,356.98,43.31233333,0,0,60.14766667,13.813,0,0,27.535,79.662,0,0,0,1933.861333,3.878,0,0,5219.968,1288.563667,0,0,176.4646667,0,0,0,0,0,0,1.314466
NO,1,1,2,0,0,0,0,0,3.9984375,0,0,1.5234375,0.028125,14367.1625,0.00625,0.4,9299.746562,4266.678125,0,643.7059375,2627.184063,4697.352188,0,152.8640625,28.93375,0,0,19.8703125,38.225,0,0,0.0375,396.1265625,0,0,0.028125,6754.855938,4192.284688,0,0,5762.1775,4428.578437,0,1.383623
NO,1,1,3,0,423.3651724,968.3737931,0,999.8489655,48.00724138,993.1703448,2.231034483,38.43310345,6139.735172,5941.945517,0.006896552,928.1989655,2469.321034,419.9755172,0,44.87344828,429.2844828,0,0,0,634.0303448,0,0,0,1007.691034,1.98137931,0,0.013793103,4158.651724,3814.278276,0,0,649.7213793,1602.675862,0,0.006896552,0,0,0,1.181797
NO,1,1,4,0,0,0,0,0.007142857,20.465,2544.786071,0,1.284285714,2596.332857,3173.249286,0.007142857,247.5167857,6344.551786,3762.673571,0,93.44285714,411.6539286,0,0,0,763.9035714,0,0,0,588.4864286,0,0,0,2175.482143,3534.245357,0,0.007142857,360.8210714,4172.238571,0,0,0,0,0,1.193663
NO,1,1,5,12.41916667,0,9528.21375,0,1.651666667,8649.618333,8702.913333,0,2362.050417,3715.466667,3862.088333,0,320.2066667,141.4395833,0.089583333,0,0,800.2283333,0,0,0,55.30333333,971.5670833,0,0.008333333,0,56.90625,2445.87875,0,0.158333333,1205.537917,896.7495833,0,0,0,0,0.008333333,0,0,0,1.021156
NO,1,1,6,0,0,0,0,0.054166667,80.32416667,3468.633333,0,127.0858333,626.6252778,106.4544444,0,103.6822222,7212.621944,5037.112778,0,136.1336111,1065.290833,0,0,0.019444444,609.1530556,0,0,0,520.1780556,0,0,0,1235.620278,2395.925556,0,0.011111111,1118.327222,4210.159167,0,0,0,13.62555556,0,1.564633
NO,1,1,7,0,0,0,0,0,1368.824138,305.0137931,0,54.29172414,0.204827586,15982.82241,0,9.456206897,10843.09379,5703.718276,0,1426.995172,3685.957586,2549.527241,0,543.2075862,118.4851724,0,0,0.501034483,116.8306897,0,0,0,470.6165517,48.39758621,0,0.006896552,1790.631724,2586.555517,0,0.006896552,99.76344828,1417.684828,0,1.246696
NO,1,1,8,0,0,0,0,0.007407407,436.9466667,422.7733333,7732.206296,26.42296296,88.48,3044.187407,0.901481481,10.14703704,5225.522963,2070.789259,664.7648148,0,1751.416296,0,0,0,1339.561481,0,0,0,507.2007407,2.579259259,0,0,71.58777778,4724.589259,4.774074074,0,0.17962963,5744.655556,28.58814815,0,0,0,0,1.197465
NO,1,1,9,0,0.025,0,0,0,75.03392857,2930.983214,1.092142857,66.82285714,641.1310714,197.2292857,0.042857143,122.93,7539.726786,3848.768571,0,134.5042857,1513.100714,0,0,0,1132.441786,0,0,0.033928571,674.6185714,0,0,0,1924.1825,3092.563214,0,0,2543.2175,5017.092143,0,0,0,6.394285714,0,1.252195
NO,1,1,10,0,0,0,0,0.023333333,1195.1,1076.515333,0,949.5813333,3.055,119.549,0.056666667,3.472666667,9542.885667,7752.176333,0,215.8666667,3285.791,2049.887667,0,65.89933333,81.67633333,0,0,8.032333333,67.77866667,0,0,0.015,715.907,4.999666667,0,0.036666667,2972.326,692.4006667,0,0,1122.230333,13.02933333,0,1.227081
NO,1,1,11,0,0,0,0,35.77115385,1727.803077,0,0,12.70730769,1767.790769,2.090384615,0.007692308,1087.831538,3328.714615,257.9088462,0,73.3,0.063461538,0,0,152.2019231,4.95,0,0,102.0807692,125.3269231,0,0,13.76269231,1684.183846,190.4173077,0,0,8311.723462,559.7723077,0,0,0,0,0,1.148257
NO,1,1,12,0,2049.829677,690.9235484,0,504.31,0,10575.07516,0,7.298387097,4157.006774,3759.271613,0.062903226,888.4096774,652.1693548,312.3677419,0,86.7883871,39.13064516,0,0,19.86064516,73.32741935,0,0,0.006451613,800.6903226,0.932903226,0,0,1301.561935,2500.653871,0,0,3924.33,99.13677419,0,0,0,0,0,1.363799
NO,1,1,13,0,0.012162162,0.109459459,0,22.20918919,20.10567568,3832.146486,0,18.77216216,2733.523784,71.10972973,0,2855.565405,3250.335405,1057.49,0,638.2140541,48.21459459,0,0,128.2108108,190.4608108,0,0,1.825675676,784.5643243,0,0,0.005405405,767.2983784,2137.181081,0,0.005405405,4706.688378,4326.843514,0,0.005405405,0,0,0,1.608214
NO,1,1,14,0,0.00625,1.3146875,0,0.0140625,29.923125,81.285625,5413.028125,159.3628125,3296.969688,2820.846875,1.871875,683.579375,2176.435313,403.1553125,4.551875,53.7821875,1372.36,0,0,18.524375,154.7390625,0,0,0,645.5159375,0,0,0.00625,1055.564063,947.02875,0,0,4475.7075,34.4171875,0,0,0,0,0,1.388959
NO,1,1,15,0,653.061,1248.96875,0,42.04325,505.51975,330.4495,0,576.79825,2338.39475,1703.4935,0.0175,1093.09525,47.96,0.06875,0,528.3115,39.9055,0,0,668.05,554.071,0,0,0.59675,2436.342,5.29225,0,0.005,1103.06475,989.78975,0,0,67.9875,0,0,0,0,0,0,2.245127
NO,1,1,16,0,12.62185185,0.711851852,0,19.30777778,37.04777778,5810.045556,0,10.43,3542.620741,2131.564444,0,576.3037037,2701.091111,4573.601111,0,90.61518519,21.90925926,0,0,100.4303704,34.21740741,0,0,39.34814815,154.2485185,0,0,30.56592593,639.6192593,2.802222222,0,41.33925926,4089.213704,0,0,0,0,0,0,1.128615
NO,1,1,17,0,44.64387097,7.427096774,0,18.36774194,34.79,3188.026774,0,26.91677419,2658.889032,1832.427097,0,1448.303871,2677.031935,717.8890323,0,289.6387097,104.7958065,0,0,27.87129032,543.3451613,0,0,0,784.2367742,0,0,0,945.7703226,2946.875806,0,0,5487.823548,4681.604839,0,0,0,0,0,1.302422
NO,1,1,18,0,0,0,0.175,0,548.8284375,765.854375,1989.335312,43.7278125,85.3171875,164.575,0.533125,209.9465625,5463.452188,1725.361875,24.259375,187.70875,247.845,0.0375,0,25.800625,854.8265625,0,0,0.0359375,260.280625,0,0,0,318.515,78.4659375,0,0.0140625,2152.690313,351.455,0,0,0,0,0,1.428351
NO,1,1,19,0,3.325757576,0.174242424,0,3.58,49.58424242,1755.711212,30.43030303,42.60333333,1896.095152,1569.040606,0.036363636,871.2218182,2783.279697,1100.428182,0,116.9781818,104.2775758,0,0,65.45848485,108.2157576,0,0,3.506060606,447.9039394,0,0,1.591212121,976.8187879,238.7839394,0,0.006060606,5593.366061,135.9572727,0,0,0,0,0,1.469398
NO,1,1,20,0,9.467714286,0.455142857,0,0,3.146285714,6118.428571,0,3.166571429,2639.461714,1511.938,0.068571429,1102.710857,2754.881429,1385.469714,0,229.038,163.8025714,0,0,29.18742857,229.2362857,0,0,0,437.2488571,0,0,0,742.6705714,2589.687143,0,0,5015.014571,4902.221429,0,0,0,0,0,1.499345
NO,1,2,1,0,0,0,0,0.819166667,394.2154167,146.9770833,0,0,497.5879167,971.67125,39.63083333,0.008333333,498.4425,3460.21,638.9645833,0,0,319.09125,322.3625,0,0.029166667,594.795,0,0.01875,199.0304167,37.66416667,0,0,8973.7175,89.62875,0,0.008333333,11972.01833,0,0,0,0,0,0,1.032656
NO,1,2,2,0,0,0,0,7.636842105,3699.801053,1408.363158,0,0,280.7757895,1.293684211,72.77263158,769.2452632,7068.997368,3896.558421,0.639473684,0,0,540.2484211,18.31315789,0,0,64.94052632,0,0,15.35315789,6.044736842,0,32.14842105,379.2178947,0,0,848.7478947,747.11,0,0,0,0,0,0,0.772381
NO,1,2,3,0.486666667,41.3447619,0,0,485.3752381,0.021428571,389.1719048,0,115.437619,5544.24,93.38714286,17.71095238,14.74095238,1889.582857,3058.185238,0,0,42.80285714,1558.507619,0,0,190.3109524,26.81714286,0,787.3457143,1991.130952,0,0,7054.756667,926.7885714,0,0,1965.240952,0,0.021428571,0,0.00952381,0,0,0,0.896302
NO,1,2,4,0,0,0,0,29.46285714,61.62857143,0,0,11.90071429,0.452142857,15.40571429,0,430.4257143,5645.090714,2186.043571,0,0,0.135714286,166.975,2.81,0,0,27.26857143,0,0.082142857,0,0.253571429,0,0.05,31.915,0,0,23.31785714,147.1964286,0,0,0,0,0,0,0.659174
NO,1,2,5,0,0,0,0,0,378.8926316,18.18105263,0,0.010526316,5622.334211,0,486.7752632,0,6012.229474,3116.435263,1.763157895,0,118.1315789,820.9726316,83.43631579,0,0,4.997894737,21.80526316,0,0,0.126315789,0,0.113157895,3.277368421,2.277894737,0,19.75,55.27473684,0,0,3.897894737,46.6,0,0,0.79472
NO,1,2,6,0,0,0,0,0,2.16173913,0.041304348,0,2312.741304,652.7386957,3338.353043,0,333.8608696,7113.371739,9.786521739,18.98652174,2059.773043,7631.686087,3566.862174,0,0,31.77826087,1316.081304,0,0,65.09782609,18.08391304,0,4.998695652,1329.290435,0,0,5122.718696,358.9608696,0,0,2607.119565,0.019565217,0,0,1.029681
NO,1,2,7,0,0,0,0,0,3365.828519,1865.28037,161.5559259,0.014814815,8.731481481,1.438888889,77.18333333,0.07037037,2925.782593,1897.380741,48.76814815,0,0.871481481,162.8418519,624.4925926,0,0,47.22111111,87.91666667,0.007407407,0,9.984444444,0,0.007407407,3605.772222,1314.933333,0,0,9838.965926,233.2496296,0,0.007407407,321.5255556,0,0,1.150631
NO,1,2,8,0,0,0,0,15.88210526,2039.555789,901.4789474,0,0,2478.293158,35.43473684,40.01315789,86.89210526,4034.538421,4957.304211,3.432631579,0.023684211,0,444.7552632,0,0,0.023684211,121.1510526,0,0,16.97052632,2.255263158,0,184.5194737,307.9305263,0,0,1337.357895,218.1105263,0.023684211,0,0,0,0,0,0.7864
NO,1,2,9,0,0,0,0,1081.571176,496.3423529,2137.452353,0,0.023529412,2003.930588,107.6117647,70.12941176,49.72941176,3278.342353,3415.324706,36.74705882,0,0,200.6041176,20.61352941,0,0,125.9652941,0,0,64.15588235,11.55352941,0,0.052941176,4790.787647,65.64117647,0,0,6261.157647,0.011764706,0,0,0,0,0,0.805066
NO,1,2,10,0,0,0,0,0,11.4746875,0.380625,0,9.5665625,86.2128125,96.165625,0.00625,0.18875,2148.718125,311.785,27.508125,1.079375,1200.074062,2227.237188,20.22625,0,0,97.4321875,0,0,0.00625,11.529375,0,0,773.34625,40.5446875,0,1569.546875,3747.127187,0.00625,0,41.52875,2222.299063,0,0,1.507062
NO,1,2,11,0,222.8059649,115.2703509,0,0,497.9342105,55.73315789,504.2782456,0.021052632,608.6175439,1269.557544,34.11140351,0.011403509,922.2810526,741.9440351,557.1598246,0,0,73.61842105,347.6685965,0,0.012280702,144.3691228,10.71736842,0.037719298,67.89438596,25.06929825,0,0.007017544,1021.077719,1952.558596,0,0.003508772,3775.005789,986.574386,0,0,0,0,0,1.416961
NO,1,2,12,0,0.825666667,164.6843333,0,0,3479.894,73.11433333,6.681,0.056666667,484.9913333,1767.202333,41.741,0.04,1959.313,1831.62,1498.176,0,0,62.86033333,918.4303333,0.04,0.006666667,86.77833333,52.89,0,6.106,21.74266667,0,0.006666667,1092.046667,2075.386333,0,0,6057.758,1735.228,0,0,0,0,0,1.658581
NO,1,2,13,0,899.6664516,151.9222581,0,0,103.6125806,106.3770968,35.57741935,0,2134.21129,1611.585484,141.7606452,0,1030.410645,1139.051935,147.6190323,0,0,95.58064516,46.94774194,0.014516129,0.030645161,191.9703226,0,0,984.2009677,18.79322581,0,78.8183871,697.1480645,0.069354839,0,1.075806452,930.826129,0,0,0,0,0,0,1.399339
NO,1,2,14,0,0.425,0.096666667,0,1548.081333,53.34166667,941.1443333,0,1.627,3310.784333,133.7936667,487.8083333,61.43966667,1494.628333,5208.509667,94.649,0.015,0,723.9466667,26.431,0,0.006666667,991.1293333,0,0,234.7253333,32.70133333,0,1.923666667,830.899,39.75433333,0,0,3360.879,0,0,0,0,0,0,1.320219
NO,1,2,15,0,11.36740741,13.98296296,0,9.583703704,147.6555556,558.5637037,3.940740741,0.007407407,1477.297778,1463.298519,512.2762963,2.774074074,869.0874074,2632.025926,769.4625926,0,0.007407407,186.4896296,63.03444444,0,0,530.3107407,0,0,279.0096296,29.83777778,0,5.648888889,1096.828889,36.69074074,0,0,3923.745926,0,0,0,0,0,0,1.157412
NO,1,2,16,0,450.5553333,13.88233333,0,10.91333333,2.011333333,201.6776667,7.197,11.2,2131.415667,1471.476333,860.3336667,0.120333333,88.03,949.8666667,69.95633333,0.006666667,0,289.3676667,0,0,5.268333333,986.0066667,0,0,1248.951333,15.265,0,1461.303,1002.949,0,0,21.53366667,1079.438333,0,0,0,0,0,0,1.261291
NO,1,2,17,0,0.198928571,0,0,2130.357857,11.6375,461.2096429,0,41.47035714,4457.322143,710.6471429,328.8485714,43.33428571,899.7096429,1312.33,30.27178571,0,0.103928571,178.0589286,0,0,0.726428571,438.1453571,0,0,780.2392857,22.23714286,0,52.68714286,1048.843929,3.656071429,0,16.31714286,4294.647143,0,0,0.007142857,0,0,0,1.206976
NO,1,2,18,0,0,0,0,0,2198.327857,299.7775,0,0.016071429,2.312142857,3.439642857,25.42214286,14.42714286,2959.895,4121.215714,46.18821429,0,1.668214286,978.4264286,1744.6175,0.025,0,318.7439286,6.694642857,0.007142857,1.121785714,28.57071429,0,0,439.3035714,153.5753571,0,0,4138.376786,83.36464286,0,0,51.69285714,0,0,1.201643
NO,1,2,19,0,0,0,0,0.063333333,1009.390333,43.73166667,0,0,0.721,2.849666667,1.997333333,73.35833333,5059.077333,3759.538,13.738,0.065,4.205666667,856.9893333,884.7063333,0,0.015,158.2,0.038333333,0,1.830333333,18.89666667,0,0,405.5546667,67.059,0,0.006666667,2567.08,50.729,0,0,52.61133333,0,0,1.269788
NO,1,2,20,0,6.903333333,9.992916667,0,1.31875,913.0695833,168.4766667,7.034166667,0,2556.065,2151.559167,96.15916667,3.4725,2334.295833,4226.412917,672.6166667,0,0,155.9220833,115.6825,0,0.008333333,293.0758333,0,0,109.2083333,19.47958333,0,0.08125,212.5541667,12.08541667,0,0,564.43875,0,0,0,1.241666667,0,0,1.029676
NO,2,1,1,0,171.9128395,43.44666667,0,403.2774074,41.89604938,491.7358025,3699.148765,5.986419753,2974.78679,2948.301358,1405.448519,600.6444444,1100.40963,347.0607407,309.6703704,29.42691358,117.9502469,3.934567901,0,0.002469136,116.5393827,0.024074074,0,0.002469136,337.5850617,9.163703704,0,0,2079.612716,4370.059259,0,0,0.005555556,1514.401852,0,0,0,0,0,3.072935
NO,2,1,2,0.007407407,22.82111111,20.95444444,0,8.223333333,22.13333333,290.5196296,21.68666667,15.38259259,4837.785185,4454.275926,509.5985185,1825.791111,2147.215926,335.8292593,0,36.44592593,119.8359259,0,0,0,93.81444444,8.71,0,0,107.6837037,31.60518519,0,0,3143.321111,7308.034074,0,0.007407407,0.007407407,68.12888889,0,0,0,0,0,1.143087
NO,2,1,3,0,0,0,0,0,105.4395652,22.9426087,6590.356522,36.68913043,6812.644348,8774.804783,9144.001304,35.50913043,3195.489565,87.30217391,9.828695652,0,443.0843478,0.200434783,0,0,137.53,19.98173913,0,0.041304348,7.195217391,41.58826087,0,0,16.98391304,4740.636957,0.030434783,0,0,16.99652174,0,0,0,0,0,0.925313
NO,2,1,4,0,32.53321429,40.89214286,0,11.33214286,2.901785714,9.164285714,2956.542857,11.09142857,5477.065714,4636.775,4890.080714,309.8721429,1340.847857,61.18928571,0,0.798214286,532.4064286,0,0,0,88.56357143,12.7125,0,0,57.45285714,67.03928571,0,0,1621.540357,7496.089286,0,0,0.007142857,6.659642857,0,0,0,0,0,1.310494
NO,2,1,5,0,0.645769231,8.725,0,0,77.495,108.4161538,3370.046538,8.052307692,3871.206538,5182.456923,6605.690385,78.32038462,3929.186154,397.2173077,8.589615385,0.015384615,361.3234615,0,0,0,181.7476923,20.42807692,0,0.007692308,10.88307692,25.68884615,0,0,8.873076923,4663.99,4.970384615,0.015384615,0,1482.631154,0,0,0,0,0,1.09423
NO,2,1,6,0,0,0,0,0.890384615,295.0507692,8396.903077,0,45.05807692,6856.168846,5801.136923,88.08346154,809.0669231,5407.513462,1529.445,0,67.13461538,277.6319231,0,0,0,327.7319231,0.736153846,0,0,23.94923077,12.18346154,0,0,21.49769231,4646.577308,0,0,0,1924.394615,0,0,0,0,0,1.128726
NO,2,1,7,0,540.7407407,675.5159259,0,187.6659259,7.748518519,77.5162963,17.35518519,31.28259259,6464.411852,6650.623333,1778.237407,904.7381481,1029.39963,76.18703704,0,12.14703704,200.8618519,0,0,0.007407407,92.24851852,23.49592593,0,0,61.89777778,114.9925926,0,0,483.0644444,5139.498148,0,0,0,0.857407407,0,0,0,0,0,1.178171
NO,2,1,8,0,0,0,0.025,0,131.1964286,23.88535714,6187.866071,19.25357143,3961.221429,7211.410357,6475.116429,21.54107143,4427.093571,93.77357143,8.864285714,0,555.0357143,0.131071429,0,0.025,148.0814286,35.51285714,0,0,2.053571429,26.42214286,0,0,2.482142857,3736.068571,5.036428571,0,0,95.50607143,0,0,0,0,0,1.162908
NO,2,1,9,0,4.97,9.065357143,0,0.014285714,70.41178571,110.7135714,4010.995357,42.28,6451.379286,6853.071429,5854.0375,468.0417857,2243.534286,612.6521429,0.348928571,14.03964286,202.0339286,0,0,0,75.75035714,6.563571429,0,0,39.50678571,26.38321429,0,0,1196.968571,5775.290357,0,0,0,87.68607143,0,0.007142857,0,0,0,1.268517
NO,2,1,10,0.007142857,0,0,0,78.21678571,64.36964286,26938.91071,0,35.57821429,9307.724643,8787.980714,0.007142857,1582.328214,1862.358571,671.4164286,0,129.6310714,55.09928571,0,0,5.856428571,71.32178571,0.397857143,0,0.007142857,117.3996429,6.505,0,0,1483.863571,3977.481071,0,0,9.533928571,433.1782143,0,0,0,0,0,1.237942
NO,2,1,11,6.3368,263.6204,9114.316,0.038,42.3924,2909.5976,1862.6056,0,1226.3592,1216.5972,1547.0456,0,88.3172,21.2712,0.1728,0,54.7504,28.8216,0,0,0.008,162.0044,26.6164,0,0.008,4885.5224,87.2064,0,0,4854.8824,40.872,0,0,0,0,0,0,0,0,0,1.051828
NO,2,1,12,0,0.221153846,2.977307692,0,0.025,383.6996154,846.3215385,3165.415385,0.015384615,69.51461538,3290.191154,554.8380769,40.92115385,5030.471923,64.05576923,120.3419231,11.64192308,3513.790769,0.017307692,0,0,543.5776923,0,0,0,940.5584615,6.806153846,0,0.015384615,3130.921538,470.0934615,0,0,71.87538462,0,0,0.007692308,0,0,0,1.112091
NO,2,1,13,269.2219048,21.27809524,10943.26143,0,13.13714286,4381.194286,7544.552857,0,1450.982381,383.7961905,158.1295238,0,86.20571429,19.9047619,0.083333333,0,7.977142857,121.8971429,0,0,0,58.18666667,547.2128571,0,0,53.36,188.9904762,0,0,2.783333333,1090.11,0,0,0,0,0,0,0,0,0,0.926485
NO,2,1,14,2.9568,0,1.578,0,0.008,561.6896,94.7444,0,11.3384,20.7744,54.8496,0.054,81.842,9160.5976,3888.1504,705.5076,1865.5128,4819.6804,89.4896,0,24.3408,296.006,0,0,0.018,45.8804,0.076,0,0,27.4788,722.5228,0,0.008,5.0568,1805.4992,0.008,0,0,8.1396,0,1.052464
NO,2,1,15,0.392307692,0,0.960384615,0.017307692,35.54038462,130.1134615,16824.28692,0,103.2634615,3643.763462,4028.963846,0,1210.583846,3371.681154,1961.522692,0,218.7976923,251.6869231,0.302307692,0,29.69,104.4242308,0,0,0.007692308,63.82461538,8.863846154,0,0,276.1123077,3593.770385,0,0,0.305,2062.816923,0,0,0,0,0,1.124646
NO,2,1,16,0,4257.78,8929.429167,0.01875,1931.46875,63.45291667,138.2983333,1629.959167,220.0220833,5274.71,3035.575,1263.685833,220.24875,422.74375,2.057916667,0,0,542.9545833,0.039583333,0,0,22.24833333,48.88041667,0.455,0,0,32.12708333,329.3858333,0,1.69,934.9479167,550.0245833,0,0,1.056666667,0,0,0,0,0,0.96311
NO,2,1,17,0,0,3.788076923,0,0,733.6492308,2761.142692,42.41615385,33.39769231,95.09230769,2766.285,2140.353077,14.42346154,3175.136923,1063.423462,402.6788462,37.98923077,2387.305385,5.893461538,0,0,203.3873077,0.740384615,0,0.265384615,13.78461538,11.38346154,2.362692308,0,1.203076923,1847.560769,93.35153846,0.017307692,0,1516.796923,238.6111538,0,0,0,0,1.099723
NO,2,1,18,0.035185185,0.016666667,0.227777778,0.007407407,0,789.4003704,2330.541111,1.353333333,18.34037037,15.95814815,318.8437037,548.7925926,14.85,3506.287407,1382.348519,1167.617037,30.07962963,2883.532963,16.50814815,0,0,153.4681481,0.664444444,0,0.098148148,8.371111111,5.000740741,4.171111111,0,0.112962963,1855.475926,384.0859259,0.088888889,0,2746.818889,4199.348889,0,0,0,0,1.142794
NO,2,1,19,0,0.82826087,2.891304348,0,19.57130435,10.13956522,3917.320435,0,5.23826087,5693.112609,7198.177826,70.14956522,481.6678261,419.0469565,44.07043478,0,34.44173913,932.26,0,0,0,125.7065217,9.385652174,0,0,15.78652174,41.60652174,0,0,10.48217391,2784.60913,0.527826087,0,0,14.23304348,0,0,0,0,0,0.994264
NO,2,1,20,0.007407407,0,1.439259259,0,0,1311.969259,3275.725185,13.40222222,50.84666667,36.10444444,1102.107778,1275.747407,1189.432222,6347.412593,1522.948519,573.7222222,44.18074074,2167.304444,8.529259259,0,0,307.9340741,0.208148148,0,0,14.19703704,4.835185185,0,0,0.053703704,870.2662963,128.0188889,0.007407407,0,1641.954815,1178.784074,0,0,0,0,1.214376
NO,2,2,1,0.009090909,0,0.433181818,0,0.009090909,1849.446364,159.0613636,2033.387727,0.009090909,3226.205,2414.001364,63.27545455,0,2043.980455,914.0513636,642.5404545,0,74.76681818,62.45772727,214.8486364,0.009090909,0.307272727,64.00318182,35.88545455,0,2019.728636,7.415454545,0,0.009090909,8710.855,342.8218182,0,0,1010.874545,0,0,0,0,0,0,0.985483
NO,2,2,2,0,0,0,0,0,6870.915385,173.7226923,0,0,1058.978077,43.00153846,994.07,64.94961538,4400.483846,1110.393077,8.918076923,0.109615385,184.1111538,135.1530769,103.3973077,0,0.007692308,124.8961538,0,13.85653846,238.175,0.713076923,0,2934.943846,5504.871923,0,0,1730.443077,6161.845,0,0,0,0,0,0,1.122557
NO,2,2,3,0,10541.32364,15.535,14.03727273,0.009090909,3050.168182,842.1681818,364.9418182,0.331363636,3398.485,1397.849545,70.45045455,0.018181818,116.8490909,108.5295455,43.49409091,0,2.059545455,126.4136364,1.217272727,0.131818182,949.05,10.125,0,52.17681818,5742.285,0,0,74.92590909,4798.842273,0,0,0,0,0,0,0,0,0,0,0.879448
NO,2,2,4,0,76.88666667,48.90074074,0,0.007407407,985.0337037,0.800740741,3885.336667,0.068518519,3352.571481,2599.184074,143.2174074,0.142592593,2301.255185,185.597037,191.1666667,0,76.5837037,29.58296296,322.5562963,0,9.918148148,54.97740741,13.57111111,0.033333333,61.22185185,49.18888889,0,0,268.0959259,5660.991852,0,0,0,53.85555556,0,0,0,0,0,1.284691
NO,2,2,5,0,0,0,0,0,13172.2937,44.72962963,1237.378519,0.007407407,1105.766667,841.1625926,126.0974074,0.014814815,4661.005556,2491.447407,931.707037,0,281.7544444,117.1307407,405.842963,0,2.046666667,58.55814815,63.51555556,0,92.25703704,3.752592593,0,0.014814815,4321.215926,969.9337037,0,0.007407407,2540.626667,137.0011111,0,0,0,0,0,1.102365
NO,2,2,6,0,0,0,0,0,3650.795714,131.3971429,404.9825,0.042857143,1427.530714,1102.531786,70.89464286,0.025,2977.451429,1022.818214,183.4442857,0,280.4960714,96.41178571,94.53285714,0,2.785714286,87.46071429,9.441071429,0,699.4389286,6.078214286,0,0,7306.994643,1865.041429,0,0,2166.291786,69.33035714,0,0,0,0,0,1.131218
NO,2,2,7,0,0,0,0,0,3059.758387,81.26032258,120.0758065,0.006451613,547.6090323,143.1558065,120.9632258,0.014516129,3034.184194,1012.603548,87.87354839,0,357.2803226,118.6077419,118.3841935,0,4.964516129,95.73903226,14.51225806,0,236.6112903,5.923225806,0,0.006451613,7126.54,846.5645161,0,0,6123.239032,61.31,0,0,0,0,0,1.346343
NO,2,2,8,0,0,0,0,0.006896552,1379.513448,1396.783793,0,0.006896552,126.5489655,49.51241379,1119.358966,24.08310345,5469.308966,1869.557241,47.37,0,1060.689655,100.25,86.59413793,0,24.7037931,46.99310345,24.28896552,0.022413793,34.51413793,2.959310345,0,0.006896552,2202.093103,1947.718276,0,0,763.7772414,3182.693448,0,0,0,0,0,1.358486
NO,2,2,9,0,0,0.006666667,0,0.006666667,9254.568,94.518,4354.870667,0,5517.133667,7673.904667,175.0736667,0,2825.723333,936.8583333,835.4423333,0,69.021,33.38966667,78.43166667,0.006666667,5.825333333,17.06,38.65366667,0.006666667,35.53633333,9.221,0,0,815.459,3133.183667,0,0,0.771666667,975.5006667,0,0,0,0,0,1.284377
NO,2,2,10,0,0,0,0,0,54.00851852,0.007407407,1.73037037,0.016666667,1541.596296,27.78814815,192.9662963,0.035185185,9677.132222,4514.454815,195.8140741,0.025925926,782.9803704,396.4766667,775.3748148,0,51.33814815,29.56259259,110.382963,0.007407407,15.72111111,1.597407407,0,0.007407407,1906.518519,1465.761111,0,0,5844.091852,3817.670741,0,0,0.007407407,17.15740741,0,1.169957
NO,2,2,11,0,0,1.878095238,0,0.00952381,8155.317143,1.602380952,128.6804762,0.033333333,399.6790476,123.4833333,135.4733333,0.033333333,7635.665238,2827.693333,975.6357143,0,17.49714286,66.0652381,641.8504762,0,3.01,12.02142857,110.5738095,0.00952381,1.22952381,4.714761905,0,0,1062.528571,649.3104762,0,0,4440.054762,2185.329048,0,0,0.221428571,0.826190476,0,0.951199
NO,2,2,12,0,9842.110769,5349.024231,2.21,0,262.8107692,297.8626923,7158.39,1.665384615,2395.077308,3417.691154,706.4326923,0,5.563076923,52.91230769,360.0307692,0,0,83.14807692,46.64384615,0,3.615,59.28423077,0,0,2880.842308,27.86461538,0,0,4178.892692,659.5646154,0,0,15.83807692,1.116538462,0,0.007692308,0,0,0,1.077513
NO,2,2,13,0,0,4.497692308,0,0.007692308,8016.990769,5851.974231,0,0.034615385,102.5546154,39.22115385,9526.494615,36.61115385,5725.871538,2097.848846,37.05346154,0,23.82538462,296.3715385,673.0776923,0,0,307.2353846,2.175769231,0,9.240384615,5.434230769,0,0.933461538,1777.108462,13.49730769,0,7.917307692,5082.458846,0.288461538,0,0,261.8915385,0,0,1.096801
NO,2,2,14,0,0.023076923,1.185,0,19.73384615,3.456538462,16.11230769,0,518.4076923,40.86961538,26.66269231,0.214230769,5834.560385,3910.103462,366.4711538,3.394230769,22.31115385,478.9461538,63.26346154,20.72115385,0,0.431153846,63.06192308,0,0.034615385,11.23884615,3.576923077,0,0,1472.201923,236.3611538,0,0.046153846,4203.786154,1271.402308,0,0.017307692,7.488461538,0.510384615,0,1.081208
NO,2,2,15,0,0,1.268,0,0.008,3345.0296,88.2532,4.3484,0.058,146.878,60.0716,148.4912,0,8036.3028,3359.7268,1201.4084,0,35.382,77.3088,1575.5872,0,0.008,1.5532,826.9284,0.094,0.008,1.1784,52.3084,0,16.6344,1281.444,0,0,53.124,3795.4228,0,0,0,491.1316,0,1.050843
