NO,ID,LERI,Order,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,fsr8,fsr9,fsr10,fsr11,fsr12,fsr13,fsr14,fsr15,fsr16,fsr17,fsr18,fsr19,fsr20,fsr21,fsr22,fsr23,fsr24,fsr25,fsr26,fsr27,fsr28,fsr29,fsr30,fsr31,fsr32,fsr33,fsr34,fsr35,fsr36,fsr37,fsr38,fsr39,fsr40,time
2848,12,1,8,0.440909091,0,0,0,4.998636364,0,0,0,1502.58,34.53181818,0,0,481.7768182,13.58090909,0.063636364,0.081818182,0.496818182,57.90772727,0,0,0,101.3695455,0,0,0.106818182,82.88,0.825454545,0.036363636,3180.087273,115.2381818,22.89227273,0,4595.602273,14.17,0.227272727,0,74.17045455,77.04318182,0.140909091,0,0.936543
2849,12,1,9,0.618333333,0,0,0,2.312666667,1193.233667,48.85266667,0,0,633.5336667,13.42366667,0,0.056666667,7.525333333,23.37666667,0.04,0,0,52.96733333,0,0,0,71.663,54.19866667,5.777,46.01333333,97.12166667,4806.949667,25.275,89.077,1196.954333,22.85866667,750.8873333,12.196,51.22166667,0,0,3.934,0.790333333,0,1.389448
2850,12,1,10,0.214285714,5.183214286,0,0,48.50821429,2077.788571,29.34214286,0,0,771.1242857,5.984642857,0,0.103571429,7.803571429,33.54321429,0.05,0,0,68.2675,0,0,0,89.25071429,60.09464286,68.36357143,291.2985714,68.27178571,90.13642857,45.22035714,73.82892857,54.99892857,12.24142857,694.2864286,48.8775,55.44928571,0,0,0,0.178571429,0,1.264206
2851,12,1,11,0.653030303,0,0,0,2.102424242,1281.034545,2.172424242,0,1.717878788,1248.387576,6.83030303,0,0.093939394,30.93121212,23.0030303,0.072727273,0,0,60.65848485,0,0,0,79.73848485,0,64.2169697,60.89757576,33.35272727,40.93757576,1025.842424,86.62757576,206.0112121,0,14134.45606,0.380606061,101.4778788,0,2.98,112.4848485,0.109090909,0,1.466757
2852,12,1,12,1.068518519,0,0.140740741,0,0.016666667,1178.824815,645.4737037,0,0,1022.51,172.222963,0,0.077777778,12.19481481,39.06074074,0.059259259,0,0,74.61703704,0,0,0,103.5888889,16.92962963,8.058518519,27.64037037,47.21333333,2189.210741,67.37814815,93.42259259,1732.477407,0.191111111,5395.436296,1.159259259,98.70888889,0,0.687037037,292.5537037,0.248148148,0,1.189884
2853,12,1,13,0.470930233,0.045348837,0,0,194.3706977,1332.60907,0,0,9.066976744,586.6604651,0,0,0.091860465,13.34186047,20.08465116,0.088372093,0,0,55.26325581,0,0,0,94.95534884,1.473023256,248.0246512,443.6286047,45.38325581,3.593953488,239.8567442,65.53906977,17.52883721,0,4737.883023,6.209767442,33.15348837,0,0,0.548139535,0.11744186,0,1.917604
2854,12,1,14,1.01875,0,0.708333333,0,0,95.27708333,0,0,0,1613.259167,66.835,0,0.083333333,181.8333333,39.02875,0.041666667,0,0,51.86083333,0,0,0,77.66041667,4.651666667,0.160416667,2.139583333,11.93166667,162.7091667,651.2429167,111.3983333,2275.410833,62.31875,15.0475,41.67875,2.734166667,5.9525,157.1308333,118.7325,18.79,0,1.106055
2855,12,1,15,0.67195122,32.27780488,0.01097561,0,0,1198.238293,665.4704878,0,0.009756098,216.2260976,19.42512195,0,0.1,0.405609756,21.45926829,0.073170732,0,0,44.13658537,0,0,0,68.78902439,54.47390244,179.8595122,575.815122,80.77414634,51.38390244,18.89487805,59.24512195,11.32609756,0,1497.162195,39.92121951,16.50609756,0,0,0,0.373170732,0,1.83955
2856,12,1,16,0.482608696,0,0.843478261,0,0.019565217,818.9156522,0,0,1.550869565,1869.426957,39.00130435,0,0.063043478,145.1973913,27.88043478,0.07826087,0,0.145652174,62.34565217,0,0,0,85.20956522,0,0.106521739,5.745652174,18.50695652,127.9230435,1462.21,108.353913,2451.728261,16.46043478,46.92391304,17.33130435,4.347826087,0,106.5026087,143.2069565,8.13826087,0,1.096591
2857,12,1,17,0.267948718,38.75846154,0,0,20.01025641,1003.431026,32.68179487,0,0,101.6302564,4.484102564,0,0.088461538,3.178974359,21.42410256,0.061538462,0,0,36.24333333,0,0,0,67.91512821,31.71923077,534.1497436,1188.181282,105.3546154,12.36,32.81307692,65.77512821,4.866410256,0,1250.708974,60.21025641,8.430512821,0,0,0,0,0,1.759204
2858,12,1,18,0.551851852,13.17666667,0,0,0,855.9581481,201.9681481,0,0,299.4244444,17.33333333,0,0.088888889,0.411851852,23.84333333,0.081481481,0,0,39.12925926,0.225185185,0,0,65.44148148,76.49111111,68.75666667,803.6792593,84.97111111,101.6244444,21.52851852,77.52148148,52.39333333,24.91148148,80.19074074,48.27481481,39.82481481,0,0.007407407,0,0,0,1.393725
2859,12,1,19,0.721052632,0,0,0,0,2518.162632,58.36526316,0,0.010526316,3657.624211,409.4184211,0,0.107894737,93.83157895,64.52684211,0.063157895,0,0,82.01736842,0,0,0,86.70631579,59.49421053,0.092105263,15.03789474,24.45157895,2445.073158,50.33789474,88.86947368,1842.024737,29.63526316,39.64105263,0,4.519473684,2.327894737,3.033157895,71.07736842,3.174736842,0,0.968331
2860,12,1,20,0.49047619,0.328571429,0,0,0,1618.117143,68.03142857,0,0,1587.101905,54.87190476,0,0.069047619,29.88666667,53.04,0.076190476,0.00952381,0,80.42571429,0,0,0,89.49238095,41.82190476,5.58,57.23333333,47.10142857,2256.327619,95.23571429,104.4266667,1471.609524,15.24666667,3371.334762,3.672380952,37.65333333,0,0.00952381,17.54285714,0,0,1.076203
2861,12,2,1,0.229166667,0,0,0,0,0.206666667,271.0195833,0,0,49.7875,503.0125,21.85083333,0.102083333,100.6658333,68.98833333,0.135416667,3.050833333,934.8770833,0.512083333,0,290.6095833,236.675,0,0,3836.14625,109.3304167,1.330416667,0.025,387.0033333,103.4195833,73.92708333,0,221.3070833,8.685,19.17666667,0,15.30166667,116.5695833,60.43833333,0,1.042286
2862,12,2,2,1.096956522,489.4534783,0.047826087,0,11.07347826,479.5713043,79.91478261,0,9.973478261,60.86782609,0,0,76.3526087,10.11304348,0.143478261,0.07826087,69.03652174,0,0,0,1029.89,70.67826087,24.75608696,0,3737.686087,3395.933478,57.2926087,0.034782609,1.77826087,18.00695652,5.272173913,0,40.91304348,60.60043478,0.17826087,0,0,0,0.091304348,0,0.978187
2863,12,2,3,0.26875,0.128125,0,0,0,742.3375,412.7484375,0,0,380.473125,86.1621875,0,4.85875,61.79,1.785625,0.0625,66.5109375,38.331875,0,0,238.921875,25.2990625,0,0,1329.38125,376.545625,5.3128125,0.03125,12.5703125,76.6525,67.22,0,249.65625,0.0125,418.1990625,0,0,123.64125,21.544375,0,1.619695
2864,12,2,4,0.47,0.346,0,0,0,870.384,1055.6784,0,0.008,463.9772,307.0504,0,0.118,97.5244,3.9584,0.064,17.2204,314.212,0,0,76.798,98.7592,0,0,2205.7632,811.464,8.9588,0.032,1.9104,101.0252,262.572,0.2456,4.5292,1.0504,62.5564,0,0,11.2692,18.6228,0,1.066858
2865,12,2,5,0.472093023,0.047674419,1.568604651,0,0.03255814,46.67162791,1162.330233,81.9055814,0,22.07674419,166.7327907,0,0.055813953,46.70930233,7.812790698,0.093023256,0.220465116,134.6076744,0,0,51.2655814,57.54837209,0.004651163,0,386.6618605,609.3344186,13.47581395,0.069767442,2.118139535,59.53581395,95.49767442,0,0.111627907,3.180697674,1396.858372,0,0,7.754651163,0.789534884,0,1.973922
2866,12,2,6,0.569642857,0,0,0,0,59.60464286,691.3528571,0,0,523.4082143,1070.125714,0,0.141071429,94.74571429,48.15964286,0.071428571,0.351785714,176.4953571,0,0,57.04107143,101.9617857,0,0,1978.381071,87.96035714,2.329642857,0.05,72.16964286,96.38464286,97.02785714,0,75.02535714,6.640714286,34.37035714,0,0.228571429,94.51392857,102.4471429,0,1.308705
2867,12,2,7,0.190789474,0.081578947,17.08710526,0,0,190.3557895,2555.046579,567.7105263,0,23.20026316,312.6765789,0.432631579,0.127631579,59.94236842,9.174473684,0.057894737,0,507.6310526,0,0,17.04921053,72.85184211,0.209473684,0,86.53894737,1070.816842,15.85657895,26.28105263,8.462368421,59.15526316,340.6786842,1.998947368,0.023684211,30.44789474,73.21947368,6.366842105,0.005263158,0.122368421,0.281578947,0,1.869425
2868,12,2,8,0.255172414,4.051034483,41.96517241,0,0,940.6948276,3659.514828,0,0.006896552,82.88275862,116.5624138,0,0.155172414,81.76068966,0.276206897,0.04137931,24.15586207,114.5555172,0,0,361.0862069,57.36896552,1.431724138,0,975.4113793,1271.866897,13.16241379,0.027586207,0.308965517,76.66344828,71.1537931,0,14.04586207,23.11551724,1631.487241,0,0,0,1.515517241,0,1.225097
2869,12,2,9,0.075,17.17,56.62941176,0,0.020588235,58.08882353,933.3964706,0,0,22.305,33.39647059,0,0.1,43.93088235,0.533235294,0.070588235,4.766764706,272.8805882,0.091176471,0,710.4670588,93.225,22.53205882,0,88.17088235,2466.868824,37.82352941,1.759705882,2.922058824,47.28823529,25.73470588,0,0.100588235,61.51029412,971.1920588,0,0.005882353,0,0.126470588,0,1.56963
2870,12,2,10,0.258333333,0,0.719583333,0,0,0,1802.610833,3975.822083,0,0,372.8404167,1183.245417,0.075,18.65541667,54.27166667,4.765,0,638.34,17.90958333,0,0,140.0704167,0.183333333,0,0.26875,909.24625,10.97666667,120.02375,0.01875,79.93958333,3051.018333,1392.512917,0,73.76333333,0.79125,133.8808333,0.016666667,1.555,56.51208333,62.825,1.041062
2871,12,2,11,0.121428571,0,0.341071429,0,0,0.058928571,2192.660714,16.15821429,0,43.21535714,1871.763929,334.8028571,0.071428571,50.72464286,88.29821429,0.057142857,0,560.0325,19.97357143,0,0,365.88,0,0,3.501071429,437.9917857,0.483928571,27.27892857,0.007142857,84.13607143,1039.265714,257.4132143,0.016071429,13.69178571,26.01142857,38.01785714,0.016071429,5.011071429,42.41964286,85.4825,1.203386
2872,12,2,12,0.361538462,0,7.794358974,0,0,14.68487179,513.5251282,113.9410256,0.016666667,6.396153846,40.90615385,0.085897436,0.108974359,30.88384615,4.938205128,0.076923077,0,58.68435897,0,0,71.24564103,52.26538462,3.135384615,0,215.2797436,1993.172564,20.31512821,5.084871795,1.501794872,69.97615385,134.5602564,0,1.844102564,20.57333333,1588.299744,0,0.005128205,0,0.642820513,0,1.975767
2873,12,2,13,0.147727273,0,39.37636364,0.199545455,0,0.778181818,2012.795455,4805.412727,0.020454545,1.957727273,82.31954545,139.4063636,0.122727273,54.95136364,35.21409091,0.054545455,0,764.9490909,8.054090909,0,0,355.3140909,13.20636364,0,0.118181818,3275.136818,97.36909091,200.9304545,0.009090909,22.82636364,3001.818182,121.3104545,0,30.32636364,11.375,1920.13,0,0,0.370909091,0,1.122972
2874,12,2,14,0,0,0.306666667,0,0,42.20393939,2895.070303,661.0333333,0,22.72454545,785.130303,11.60484848,0.121212121,49.50272727,20.30454545,0.054545455,0,331.2557576,0,0,2.589393939,72.4030303,0,0,599.3281818,1257.147273,5.7,9.898181818,4.33,87.39939394,1092.839394,32.23090909,0.395151515,8.212727273,54.24606061,0.043939394,0,20.84969697,28.1769697,0,1.428086
2875,12,2,15,0,0,0,0,0,15.64136364,2036.749545,8.632727273,0.020454545,43.16454545,920.565,20.67954545,0.143181818,70.87409091,48.70863636,0.090909091,0.020454545,1479.586818,1.040909091,0,0,785.2763636,0,0,162.9045455,1412.105455,0.534090909,9.027727273,2.757272727,104.0231818,1706.555,69.94636364,0,14.18,1.076818182,6.001818182,0.009090909,20.01363636,30.55636364,18.74636364,1.013127
2876,12,2,16,0.024074074,0,0.161111111,0,0.035185185,109.9107407,2516.421111,5.316666667,0.014814815,50.93925926,735.3585185,0,0.081481481,54.74222222,26.19074074,0.096296296,0.779259259,120.3266667,0,0,66.19148148,52.13555556,0,0,1115.842963,879.4166667,13.60259259,0.02962963,2.557777778,102.8685185,295.3611111,0,74.24777778,0,6275.588889,0,0.239259259,100.1048148,6.372592593,0,1.180584
2877,12,2,17,0.05625,0,0,0,0.04375,36.5571875,1642.87625,492.5178125,0,17.925,337.875625,2.034375,0.1,54.476875,21.014375,0.0625,0,763.8253125,0.0640625,0,0.209375,89.889375,0,0,174.06125,1727.209062,8.6959375,37.4840625,6.7803125,79.51375,1809.535,55.3284375,0,32.066875,19.455625,57.6009375,0.00625,0.82875,2.1984375,0,1.420769
2878,12,2,18,0.070689655,0,0,0,0.006896552,49.2137931,2205.531034,26.02241379,0,66.66724138,988.8910345,3.846896552,0.093103448,92.16551724,18.25551724,0.048275862,0,1080.108966,0,0,0.065517241,391.4634483,0,0,1157.586897,1228.784138,0.504137931,0.053448276,4.127586207,94.18034483,1929.126552,19.46413793,0,4.022758621,0.14137931,1.372758621,0,3.725172414,16.62655172,0,1.349863
2879,12,2,19,0.12173913,0,0,0,0.008695652,9.644782609,628.8395652,0,0,76.85217391,832.3947826,0.916521739,0.110869565,42.01521739,48.11652174,0.069565217,0,303.856087,1.136086957,0,0.030434783,84.31478261,0,0,10.89869565,99.34652174,0.845652174,8.233478261,2.29826087,118.816087,4386.452174,1466.851739,0,2.563478261,472.7382609,23.34913043,0.017391304,80.51043478,130.993913,800.426087,1.017252
2880,12,2,20,0,0,0.183333333,0,0,936.6945833,760.9966667,0,0.008333333,1213.562083,1380.06,0,0.110416667,102.75,29.18791667,0.033333333,0,425.2879167,0,0,0.058333333,217.5804167,0,0,155.1495833,393.9433333,1.869583333,0.158333333,4.734166667,95.62791667,1580.714583,73.70625,0.01875,4.250416667,5.83625,11.77166667,0,34.01125,65.88416667,40.09541667,1.002133
2881,13,1,1,0,0,0,0,0.007692308,775.3211538,0,0,0,1089.149615,8.435,0,0.086538462,110.1161538,470.4261538,0.007692308,0,11.46423077,1718.931538,0,0,3.595384615,784.1330769,0,88.2,672.9307692,484.1792308,0,16.39653846,44.81923077,3.743846154,0,1080.223462,16.83846154,25.95115385,0,0.007692308,0,0,0,1.212143
2882,13,1,2,0,0,0,0,0,629.872,56.601,0,0.01,280.7005,776.3605,0,0.0625,0.075,368.5465,3.837,0,0,126.124,469.555,0,15.597,101.495,745.3255,0.0775,2345.264,66.485,1837.2995,0,54.71,208.4045,34.1875,0.01,5040.8395,91.102,0,0,0,0,0,0.861407
2883,13,1,3,0,0,0,0,1.8265,626.954,0.01,0,0,554.343,42.385,0,0.05,30.054,1072.4355,0,0,0,1503.8635,0,0,10.8645,1838.9385,109.769,31.5195,1660.2165,567.824,231.6285,1.5045,20.139,5.261,0,0.375,39.0285,4.733,0,0,0,0,0,0.888874
2884,13,1,4,0,0,0,0,0,1090.41625,0,0,0.255833333,1835.193333,10.91083333,0,0.05,105.1995833,1191.075,0.016666667,0,0,3454.035,0,0.008333333,0,480.0325,193.16,0.04375,75.32583333,122.1995833,483.8041667,0.008333333,51.17,421.3583333,182.2341667,0,163.755,16.2725,0,0,0,0,0,1.028941
2885,13,1,5,0,0,0,0,0,0,0,0,0,1513.041304,2.896086957,0,0.091304348,1220.132609,869.7943478,0.017391304,0,6.312608696,2154.927826,0,0,0.041304348,325.5695652,94.22043478,0.047826087,72.98173913,20.44,857.7321739,0.132608696,57.48608696,1678.761304,332.5869565,0,25.51347826,0.491304348,23.24608696,0,689.5843478,38.30130435,0,0.983138
2886,13,1,6,0,0.093478261,0,0,0.019565217,1022.233913,230.2456522,0,0,254.5969565,940.1404348,0,0.060869565,0.12826087,292.9613043,31.65826087,0,0,108.896087,1193.933478,0,0.189130435,76.09086957,1637.799565,0.069565217,434.9313043,129.1391304,1913.367826,0.008695652,22.7,55.33391304,133.0926087,0,2153.786087,542.9178261,0,0,0,0,0,0.975512
2887,13,1,7,0,0,0,0,68.75103448,65.95896552,0,0,64.64448276,705.9210345,0,0,0.036206897,679.7706897,34.75551724,0.006896552,0,55.44586207,774.322069,0,0,17.06034483,345.2713793,0,1121.258966,982.1389655,148.4248276,0,284.4051724,61.17517241,6.006896552,0,5381.841379,7.773793103,26.10655172,0,0,0,0,0,1.323446
2888,13,1,8,0,0,0,0,95.3647619,1027.092857,0,0,23.93285714,1691.619524,3.69,0,0.047619048,146.6871429,1394.532857,0.019047619,0,6.16952381,2012.351905,0,0,12.5552381,1219.978571,81.57952381,4.382857143,366.087619,262.8928571,35.4847619,0,32.97190476,0.830952381,0,0,369.63,24.94619048,0,0,0,0,0,0.911755
2889,13,1,9,0,0,0,0,0,206.8978261,0,0,0,2986.16913,24.09304348,0,0.017391304,559.0591304,1150.97,0.008695652,0,0,2814.043913,0,0,0,190.736087,278.7882609,0.034782609,88.66434783,36.4673913,1595.901304,0,48.95086957,1194.641739,51.93217391,0,1162.728261,0.807391304,3.523043478,0,0.671304348,0.634782609,0,1.038145
2890,13,1,10,0,0,0,0,0.017307692,211.6546154,0,0,0.007692308,665.6407692,1.496538462,0,0.071153846,281.9288462,300.9569231,0.015384615,0,8.145384615,1783.881154,0,0,0,620.36,0,26.64307692,512.6307692,119.1380769,0,76.31576923,82.98923077,24.54038462,8.674615385,5872.758846,3.489230769,35.76538462,0,0,0,0,0,1.24022
2891,13,1,11,0,0,0,0,0,303.1316667,0,0,0,664.2133333,10.5275,0,0.016666667,86.505,315.9583333,0.016666667,0,1.19375,775.7083333,4.539166667,0,19.53833333,260.2541667,866.5404167,0.016666667,1140.177917,64.33583333,715.9208333,0,57.11291667,60.23166667,62.69833333,0,3453.687917,96.38916667,0,0,0,0,0,1.120798
2892,13,1,12,0,0,0,0,0,3.717391304,0,0,0,1835.953043,38.04086957,0,0.052173913,512.8226087,1189.433913,0,0,0,2899.959565,16.20434783,0,0,277.7891304,990.0165217,0.02826087,46.09652174,22.78434783,3973.467391,0.041304348,48.14869565,1897.306957,33.31521739,0,894.2913043,0.058695652,50.83391304,0,34.14173913,35.44521739,0,1.043227
2893,13,1,13,0,0,0,0,31.68809524,1206.857143,0,0,5.937142857,1537.490476,9.678571429,0,0.04047619,91.13619048,1195.832857,0.00952381,0,3.227619048,2646.025714,0,0,0.114285714,1253.744286,42.89238095,3.441904762,363.4547619,511.3185714,10.01047619,0.019047619,53.99761905,6.445714286,18.48952381,62.04571429,82.08952381,56.24380952,0,0.00952381,0,0,0,0.858884
2894,13,1,14,0,0,0,0,1.547222222,1509.940556,0,0,0,1437.847778,59.62722222,0,0.044444444,49.72444444,889.7227778,0.011111111,0,0,986.575,0,0,0.997222222,775.7233333,418.3405556,1.752777778,1087.547222,234.0461111,77.24666667,0,42.53277778,13.91888889,0.558888889,0,877.5988889,66.46333333,0,0,0,0,0,0.854746
2895,13,1,15,0,0,0,0,21.9945,503.976,0,0,0.231,832.2955,25.0245,0,0.095,61.3425,886.3955,0.01,0,1.58,1545.5425,1.357,0,26.8785,1309.502,3363.386,0.03,149.5565,434.6595,185.2135,0,31.1885,20.4285,74.878,0,2113.5115,103.2645,0,0,0,0,0,0.794601
2896,13,1,16,0,0,0,0,0.00952381,3234.915714,0,0,0,2742.46619,752.1195238,0,0.1,8.364285714,397.622381,0,0,0,209.1690476,116.9090476,0,39.31,194.8333333,1155.787619,0.047619048,867.327619,67.67619048,10.60666667,0.021428571,20.08428571,1.056190476,61.06571429,0,36.40761905,39.83190476,0,0,0,0,0,1.098689
2897,13,1,17,0,0,0,0,0,5068.48913,0,0,0,4726.204348,131.9230435,0,0.080434783,87.4826087,1220.261739,0,0,0,1267.886087,0,0,0.496521739,214.116087,42.28304348,8.809565217,272.4121739,114.0817391,1.6,1.206086957,43.82086957,7.080869565,6.86826087,19.26565217,5.33,13.92695652,0,0,0,0,0,1.039836
2898,13,1,18,0,0,0,0,46.4947619,168.7195238,0,0,11.71142857,309.05,0.282857143,0,0.076190476,73.9652381,279.8590476,0.00952381,0,7.102380952,838.8042857,0,0,11.43,1289.35,8.002380952,128.3733333,2842.907619,842.7628571,14.23761905,1.698571429,42.96714286,13.65428571,0,5.748095238,24.82380952,4.302380952,0,0,0,0,0,0.952798
2899,13,1,19,0,0,0,0,0,0,0,0,0,1676.808696,0,0,0.091304348,2139.3,652.5069565,0.052173913,0,13.6126087,1916.542609,0,0,1.335652174,318.6304348,97.50043478,0.07826087,60.7173913,27.66173913,1744.956087,0,62.52347826,2225.582609,29.27173913,0.019565217,47.13869565,0,45.67913043,0,463.1247826,71.33,0,1.005341
2900,13,1,20,0,0,0,0,39.0715,1266.2005,0,0,0,1383.429,34.528,0,0.0825,92.221,876.2765,0,0,1.9995,751.125,0,0,38.4905,1314.2295,69.087,84.6915,1805.845,236.5775,29.2675,3.681,15.1845,8.369,0,0,4.342,0,0,0.01,0,0,0,0.898636
2901,13,2,1,0,0,0,0,0,0,0,0,0,27.99818182,1285.885,0,0.109090909,1581.908636,1072.865909,0.009090909,0,2634.958182,1.258181818,0,1.981818182,3039.575,4.308181818,0,1329.447273,587.4677273,5.670909091,0,372.2595455,81.56136364,58.99863636,0,0.846818182,5.058636364,8.413636364,0,0,60.43363636,45.80181818,0.740909091,0.982466
2902,13,2,2,0,0,0.186956522,0,0,0,0,0,0,5696.504783,3879.216957,0,0.091304348,3863.483043,199.4234783,0.008695652,4.943478261,844.4873913,0,0,751.1834783,560.3673913,1.623913043,0,2020.36,62.6373913,4.954782609,0,222.1691304,50.24130435,26.15347826,0,34.37521739,0,600.6095652,0,0.008695652,88.98695652,265.5573913,0,0.986594
2903,13,2,3,0,0,0,0,0,0,2103.407143,6110.972381,0,0,2370.821429,690.0385714,0.038095238,4.290952381,129.2314286,0.00952381,0,2730.810952,167.4461905,0,0,2656.611429,73.89285714,20.47142857,0.038095238,4801.180952,37.36380952,62.79666667,0,3.415238095,326.3742857,49.53809524,0.00952381,0.44952381,27.64952381,4545.60381,0.019047619,0,0.402380952,0,0.901715
2904,13,2,4,0.021666667,0,0,0,0,1349.557667,108.3763333,0,0,1408.429,58.972,0,0.09,568.3493333,0.431333333,0.006666667,73.42866667,732.9146667,0,0,1872.128333,382.0723333,39.95533333,0,4628.786333,2291.456,5.604333333,0,0.021666667,42.85,6.103,0,0,53.43133333,227.3856667,61.60466667,0,0,0.071666667,0,1.265173
2905,13,2,5,0,0,0,0,0,0,0,0,0,3.974782609,2758.06,0,0.043478261,104.106087,1523.694783,0.026086957,0,2363.01087,62.6673913,0,0,1510.127826,47.94826087,0,9.856956522,761.23,8.573043478,12.05217391,1.549130435,68.51826087,637.9230435,61.41869565,0,15.70565217,0.432608696,92.78347826,0,7.44173913,690.3630435,688.3747826,1.210795
2906,13,2,6,0.05,0,0.417666667,0,0.006666667,1237.259667,0,0,0.006666667,2530.44,27.65366667,0,0.063333333,1447.583,0.071666667,0.013333333,427.3373333,1248.796333,0,0,2258.748333,463.5456667,18.41833333,0,6195.578667,758.6906667,4.751666667,0,0.118333333,59.88633333,36.77833333,0,0,15.80933333,8.271666667,1265.597333,0,0,0,0,1.278704
2907,13,2,7,0.007692308,0,0,0,0,1555.231538,42.35269231,0,0,1216.739231,23.93230769,0,0.063461538,746.1038462,0.023076923,0.007692308,95.01346154,1371.173846,0,0,2589.884615,519.9065385,23.15923077,0,5210.354615,3132.216154,9.268461538,0.007692308,0,42.58153846,15.93846154,0.395,0.017307692,27.15269231,12.24153846,34.27730769,0,0,0,0,1.077509
2908,13,2,8,0,0,0,0,0,1740.015909,120.7140909,0,0,1290.417727,17.10409091,0,7.778181818,740.9527273,0.009090909,0.027272727,201.0777273,1648.935,0,0,3169.129545,448.1577273,34.26545455,0,4048.705,4053.972727,11.79727273,0.009090909,0.546818182,33.90272727,2.63,12.00681818,0.009090909,29.045,12.29,12.37727273,0,0,0,0,0.985821
2909,13,2,9,0,0,0.222413793,0,0,312.9965517,0,0,0.013793103,2426.017241,46.56206897,0,0.063793103,2219.602414,0.020689655,0.006896552,69.02172414,2102.963793,0,0,1593.667931,766.5151724,19.84482759,0,5340.703103,1006.593793,3.655862069,0.006896552,0,62.10896552,53.30758621,0,0.024137931,4.765172414,7.572068966,71.32758621,0,0,0,0,1.269408
2910,13,2,10,0,0,0,0,0,0.176086957,2792.560435,0,0,60.06130435,1908.943913,0,0.043478261,462.4217391,28.88608696,0.017391304,0.008695652,1512.927391,12.62913043,0,110.6434783,460.1121739,80.4073913,0,697.656087,2439.858261,14.87869565,0,0.008695652,46.34043478,25.02521739,0,0.008695652,40.56913043,820.0343478,67.90956522,0,0,0,0,0.92214
2911,13,2,11,0,0,32.44826087,0,0,203.5756522,4021.523913,0,0,134.233913,317.0821739,0,0.160869565,2755.623043,20.65434783,0.026086957,0.05,2159.266087,44.96608696,0,7.324782609,2946.036087,80.43608696,9.419565217,0.054347826,1068.01,37.43130435,29.63173913,0.008695652,8.150434783,0.42173913,14266.02435,0,0.02826087,66.49043478,3.245217391,0,0,0,0,0.956825
2912,13,2,12,0,0,0,0,0,1567.561818,4360.982727,0,0,1472.401818,1335.57,0,0.172727273,2130.134091,0.357272727,0.036363636,0.143181818,2192.588636,7.914545455,0,125.0231818,1361.956364,62.21090909,0,18.48363636,2199.457273,21.57909091,0.072727273,0.118181818,0.945909091,0.163636364,383.2759091,0,6.476818182,45.28227273,81.20363636,0,0,0,0,0.830748
2913,13,2,13,0,0,0,0,0,32.71826087,4696.231739,0,0.008695652,600.3613043,3182.430435,0,0.104347826,895.2456522,12.31608696,0.017391304,0.607391304,1476.804783,4.709565217,0,504.1478261,696.8482609,82.31347826,0,1321.669565,1283.986957,10.05043478,0,0.132608696,35.4073913,13.46,0,0,23.93173913,323.6817391,2.887826087,0,0,0,0,1.098197
2914,13,2,14,0,0,0,0,0,2719.634643,259.315,0,0,1878.547143,10.40071429,0,41.94571429,485.2267857,0.014285714,0,676.9225,557.0535714,0,0,2774.313214,205.2135714,22.92571429,0,2376.218214,2148.845,3.4725,0,0.223214286,11.74928571,0.273928571,0,0.016071429,9.656785714,5.747142857,0,0,0,0,0,1.212659
2915,13,2,15,0,0,0,0,0,0.00952381,1420.411429,0,0,49.6047619,1006.842381,0,0.061904762,869.4914286,61.44904762,0,0,2724.658095,25.27666667,0,3.92047619,1571.86381,79.58761905,0.066666667,12.71095238,3888.95619,21.9747619,33.05380952,0.030952381,31.13761905,964.7647619,3.562380952,0.033333333,44.33714286,2.125714286,8438.414286,0,0,0,0.00952381,0.945254
2916,13,2,16,0,0,0,0,0,6.513684211,2198.421053,0,0,438.6673684,1329.789474,0,0.118421053,3099.252632,14.72789474,0,0.010526316,4828.565789,0,0,1.421578947,3599.117895,35.50947368,0,14.07578947,5316.148421,15.31736842,4.65,0,23.63421053,135.0484211,0,0,18.92684211,16.68368421,378.9857895,0,0,0,0,0.833103
2917,13,2,17,0,0,0,0,0,75.86913043,558.4543478,0,0.008695652,1258.423043,1034.989565,0,0.063043478,1661.051304,0.026086957,0.017391304,43.70347826,1921.164783,0,0,2537.267391,661.22,21.98478261,0,9248.648261,3100.462174,5.491304348,0,0.832608696,67.11565217,37.44130435,0,0,64.61652174,263.9473913,50.66,0,0,0,0,1.158364
2918,13,2,18,0,0,0,0,0,104.6019231,562.4961538,0,0,2355.529615,1953.768846,0,0.063461538,2370.303077,2.086923077,0,0,3733.876154,0,0,194.3346154,1274.109615,37.15769231,0,1840.002692,2101.073846,5.926923077,0,6.163076923,43.80730769,58.04384615,0,0,19.29115385,3.749615385,190.6338462,0,0,0,0,1.132219
2919,13,2,19,0,0,0.379677419,0,0.006451613,542.3283871,0,0,0,3950.023548,1156.726129,0,0.101612903,1828.166774,0.05483871,0.012903226,234.5767742,996.3551613,0,0,1112.728387,228.2529032,18.59096774,0,2543.189355,82.08516129,3.853870968,0,0,37.9816129,12.87419355,0,0,2.533870968,16.70354839,177.2325806,0,0,0,0,1.171398
